LON,LAT
19.64139090909091,39.744436363636375
18.3752727272727,39.7981909090909
18.3911090909091,39.8162454545455
18.3993363636364,39.8996090909091
18.3994363636364,39.9361
18.4187454545455,39.9940181818182
18.4438909090909,40.0280454545455
18.4724272727273,40.0392272727273
18.5144454545455,40.1029090909091
18.5125,40.1347181818182
18.4597181818182,40.2311090909091
18.4408272727273,40.265
18.4248636363636,40.2884636363636
18.2747181818182,40.4108272727273
18.1275,40.4944363636364
18.0816636363636,40.5249909090909
18.0391636363636,40.5552727272727
18.0358272727273,40.5777727272727
18.0261090909091,40.6122181818182
18.0126363636364,40.6430545454545
17.9372181818182,40.6786
17.7611090909091,40.7308272727273
17.4963909090909,40.8197181818182
17.4736090909091,40.8288818181818
17.3219454545455,40.9427727272727
17.2948545454545,40.9647909090909
17.255,40.9894363636364
17.1837454545455,41.0295818181818
17.0497181818182,41.0819363636364
16.7888909090909,41.1547181818182
16.6577727272727,41.1913818181818
16.4919454545455,41.2522181818182
16.1922181818182,41.3655545454545
16.0852818181818,41.4047181818182
16.0330545454545,41.4188818181818
15.985,41.4397181818182
15.9262454545455,41.4858272727273
15.8983272727273,41.5302727272727
15.8904181818182,41.5652727272727
15.8909727272727,41.5884636363636
15.8976363636364,41.6133272727273
15.9198636363636,41.6313818181818
15.9377727272727,41.6405545454545
15.9802818181818,41.6531909090909
16.0305545454545,41.6769363636364
16.1388818181818,41.7405545454545
16.165,41.7577727272727
16.1927727272727,41.7899909090909
16.1936818181818,41.8294363636364
16.1455545454545,41.9111727272727
16.0825,41.9361
16.0538909090909,41.9438818181818
16.0229181818182,41.9466636363636
15.9136090909091,41.9352727272727
15.8569454545455,41.9252818181818
15.7652727272727,41.9169454545455
15.6791,41.9158272727273
15.6,41.9236090909091
15.4972181818182,41.9091636363636
15.4555545454545,41.9063909090909
15.4047181818182,41.9038818181818
15.3730545454545,41.9055454545455
15.1623636363636,41.9244454545455
15.1419181818182,41.9280272727273
15.0991636363636,41.9372181818182
15.0627727272727,41.9527727272727
15.0259727272727,41.9848636363636
14.9963909090909,42.0044363636364
14.9397181818182,42.0158272727273
14.8940272727273,42.0205454545455
14.8312454545455,42.0427727272727
14.7621818181818,42.0747818181818
14.7547181818182,42.0777727272727
14.7365272727273,42.0879090909091
14.7216636363636,42.1040272727273
14.715,42.1419363636364
14.7162454545455,42.1680545454545
14.6613909090909,42.1891636363636
14.6288909090909,42.1988818181818
14.6047181818182,42.2049909090909
14.5658363636364,42.2188909090909
14.5041636363636,42.2613818181818
14.2,42.4825
14.1305545454545,42.5411090909091
14.075,42.6002727272727
14.0583363636364,42.6197181818182
14.0166636363636,42.67
13.9872181818182,42.7111090909091
13.9397181818182,42.8036
13.9236090909091,42.8447181818182
13.9055545454545,42.9013818181818
13.8975,42.9133272727273
13.8825,42.9422181818182
13.8736090909091,42.9644363636364
13.8625,43.0063818181818
13.8480545454545,43.0783272727273
13.7116636363636,43.3505545454545
13.6295818181818,43.4890272727273
13.6215272727273,43.5370454545455
13.5994454545455,43.57
13.5520818181818,43.6016636363636
13.5064,43.6306636363636
13.4804181818182,43.6109636363636
13.4261090909091,43.6227727272727
13.3566636363636,43.6491636363636
13.2952818181818,43.6754181818182
13.1933363636364,43.7358363636364
13.1711818181818,43.7540545454545
13.1255545454545,43.7866636363636
13.0559727272727,43.8358272727273
12.9030545454545,43.9247181818182
12.8186090909091,43.9631909090909
12.7647181818182,43.9702727272727
12.7535727272727,43.971
12.7405545454545,43.9722181818182
12.7205545454545,43.9769454545455
12.6897181818182,43.9875
12.5458272727273,44.0886090909091
12.5186090909091,44.1099909090909
12.4463909090909,44.1677727272727
12.4223636363636,44.1893090909091
12.3683272727273,44.2466636363636
12.3534727272727,44.2783272727273
12.2888909090909,44.4516636363636
12.28,44.4761090909091
12.2454181818182,44.6938818181818
12.2476363636364,44.7238818181818
12.2615272727273,44.7762454545455
12.2901363636364,44.8382636363636
12.3561090909091,44.8038909090909
12.3969454545455,44.7913818181818
12.3898636363636,44.8684
12.4226363636364,44.9001272727273
12.4393727272727,44.8817363636364
12.4268,44.8536090909091
12.4487818181818,44.8177454545455
12.48,44.8527727272727
12.5380545454545,44.9606181818182
12.5201363636364,44.9826363636364
12.4952727272727,44.9870090909091
12.4437,45.0082363636364
12.3619454545455,45.0561090909091
12.2333272727273,45.1974909090909
12.1611090909091,45.2638818181818
12.1542272727273,45.3019636363636
12.2870818181818,45.4733272727273
12.3944454545455,45.5330545454545
12.4896545454545,45.5674909090909
12.5806909090909,45.5438181818182
12.5039909090909,45.4912636363636
12.4484727272727,45.4832545454545
12.4182636363636,45.4411727272727
12.5875,45.4838909090909
12.6172181818182,45.4944363636364
12.6380545454545,45.5022181818182
12.7069454545455,45.5311090909091
12.7988909090909,45.5688818181818
12.8638909090909,45.5955545454545
12.9225,45.6183272727273
13.0008272727273,45.63
13.0636090909091,45.6338909090909
13.0877818181818,45.6365272727273
13.0961090909091,45.6516636363636
13.0712454545455,45.7096454545455
13.1209,45.7678454545455
13.1933363636364,45.7780545454545
13.2169454545455,45.7769363636364
13.3679454545455,45.7374454545455
13.4150636363636,45.7205545454546
13.4221545454545,45.6956181818182
13.3874272727273,45.6782909090909
13.4288909090909,45.6772181818182
13.4994454545455,45.7094454545455
13.5264545454545,45.7351363636364
13.5250727272727,45.7609727272727
13.5426363636364,45.7833272727273
13.5794727272727,45.7819636363636
13.63,45.77
13.6561090909091,45.7536090909091
13.7356909090909,45.6943
13.7980545454545,45.6074909090909
13.7169454545455,45.5961090909091
13.7499272727273,45.5490181818182
13.6658363636364,45.5430545454545
13.5894454545455,45.5169363636364
13.5917363636364,45.4817
13.555,45.4944363636364
13.5047909090909,45.5020090909091
13.5336090909091,45.4016636363636
13.5758363636364,45.3002818181818
13.595,45.2506909090909
13.6030545454545,45.1577727272727
13.6811090909091,45.0513818181818
13.7569454545455,44.9813818181818
13.8391636363636,44.8763818181818
13.8169454545455,44.8601363636364
13.9044454545455,44.7725636363636
13.9961818181818,44.8106909090909
13.9941636363636,44.8180545454545
13.9758272727273,44.8240272727273
13.9758272727273,44.8469363636364
13.9948636363636,44.8905545454545
14.0875,44.9613909090909
14.1443,44.9621545454545
14.1674454545455,44.9890545454545
14.1558363636364,45.0394454545455
14.1601363636364,45.0768727272727
14.2166636363636,45.1233272727273
14.2308363636364,45.1441636363636
14.2397181818182,45.1641636363636
14.2481909090909,45.1971545454545
14.2538909090909,45.2319454545455
14.2866,45.3149909090909
14.3230545454545,45.3509636363636
14.4486090909091,45.3212454545455
14.4827727272727,45.3111
14.585,45.2522181818182
14.6744454545455,45.1822181818182
14.7248636363636,45.1486090909091
14.7527818181818,45.1356909090909
14.8002818181818,45.1230545454545
14.8315272727273,45.1154181818182
14.9193,44.9659727272727
14.9095818181818,44.9115181818182
14.8940272727273,44.8894454545455
14.8802727272727,44.8520818181818
14.8786090909091,44.8113818181818
14.8877818181818,44.7162454545455
14.8947181818182,44.6952727272727
14.9263909090909,44.655
14.9711090909091,44.6016636363636
14.9905545454545,44.5794363636364
15.0137454545455,44.5654818181818
15.0958363636364,44.5180545454545
15.1408363636364,44.4730545454545
15.1816636363636,44.4386090909091
15.2705545454545,44.3691636363636
15.4486090909091,44.2831909090909
15.4786090909091,44.2755545454545
15.5033363636364,44.2761090909091
15.5222909090909,44.2632545454545
15.4144454545455,44.2599909090909
15.3850545454545,44.2701636363636
15.3418909090909,44.2874909090909
15.3213909090909,44.3005
15.28,44.3058272727273
15.2913181818182,44.2534
15.2038909090909,44.255
15.1451363636364,44.2800636363636
15.1179818181818,44.2707636363636
15.1516636363636,44.1963909090909
15.2322181818182,44.1191636363636
15.2816636363636,44.0730545454545
15.4055545454545,43.9652727272727
15.4575,43.9226363636364
15.4909727272727,43.9130545454545
15.5260363636364,43.8950363636364
15.5338909090909,43.8819454545455
15.5994454545455,43.8452727272727
15.6888909090909,43.7788818181818
15.7821545454545,43.7562454545455
15.9408363636364,43.6836090909091
15.9659,43.6318
15.9258272727273,43.6277363636364
15.9188181818182,43.5669363636364
15.9883363636364,43.5044363636364
16.0369454545455,43.4818
16.1027090909091,43.4758272727273
16.1702727272727,43.4919363636364
16.1905545454545,43.5116636363636
16.3102727272727,43.5430545454545
16.3540272727273,43.5508272727273
16.4305545454545,43.5456909090909
16.4692363636364,43.5335363636364
16.4991636363636,43.5030545454545
16.6188909090909,43.4488818181818
16.6377818181818,43.4411090909091
16.7363818181818,43.4161090909091
16.7641636363636,43.4113818181818
16.8136090909091,43.4069454545455
16.8380545454545,43.4052727272727
16.8608363636364,43.4052727272727
16.8816636363636,43.4036090909091
16.94,43.3647181818182
17.045,43.2725
17.0681909090909,43.2409727272727
17.1313818181818,43.1988818181818
17.1778454545455,43.1738818181818
17.2225,43.1613818181818
17.2516636363636,43.1541636363636
17.3265272727273,43.1163909090909
17.455,43.0333363636364
17.4705545454545,43.0177727272727
17.4716636363636,42.9905545454545
17.4806909090909,42.9812454545455
17.5188909090909,42.9527727272727
17.5785272727273,42.9438272727273
17.6498454545455,42.8890727272727
17.6573545454545,42.8808272727273
17.5227818181818,42.9202727272727
17.4389545454545,42.9539545454545
17.2988818181818,43.0069454545455
17.2688909090909,43.0119363636364
17.0106181818182,43.0480454545455
17.0123636363636,43.0062454545455
17.0716636363636,42.9863818181818
17.1452727272727,42.9766636363636
17.1804818181818,42.9754818181818
17.2037454545455,42.9819454545455
17.365,42.9152727272727
17.4391636363636,42.8738818181818
17.5525,42.8408272727273
17.7426363636364,42.7970818181818
17.8772181818182,42.7677727272727
18.0577818181818,42.6636090909091
18.2147181818182,42.5794363636364
18.3570636363636,42.4965636363636
18.5169454545455,42.3999909090909
18.5227727272727,42.4301363636364
18.5032,42.4494363636364
18.5080545454545,42.4538818181818
18.6786090909091,42.4605545454545
18.7076363636364,42.4198545454545
18.7034727272727,42.3990181818182
18.6256181818182,42.4189545454545
18.5858272727273,42.4297181818182
18.5535363636364,42.4272181818182
18.5772181818182,42.3872181818182
18.6200636363636,42.3650636363636
18.6470818181818,42.3743
18.8108363636364,42.2847181818182
18.8473545454545,42.2869363636364
18.8793727272727,42.2794363636364
18.9644454545455,42.1899909090909
19.005,42.1574909090909
19.0500636363636,42.1370090909091
19.0786090909091,42.1116636363636
19.1386090909091,42.0433272727273
19.1459727272727,42.0195818181818
19.1379818181818,41.9827727272727
19.1527727272727,41.9488909090909
19.1761090909091,41.9315181818182
19.2323545454545,41.9117272727273
19.2788909090909,41.9033272727273
19.2994454545455,41.8947181818182
19.3677727272727,41.849
19.4162454545455,41.8612454545455
19.4404181818182,41.8609727272727
19.4794454545455,41.8522181818182
19.5247545454545,41.8352454545455
19.5977090909091,41.8061090909091
19.5991636363636,41.7797181818182
19.5819454545455,41.6956909090909
19.5708272727273,41.6852727272727
19.5869363636364,41.6386090909091
19.5847181818182,41.6058272727273
19.5666636363636,41.585
19.52,41.57
19.4425,41.4069454545455
19.4522181818182,41.3097181818182
19.4751363636364,41.3090272727273
19.4986090909091,41.2938818181818
19.5101363636364,41.2761
19.5137454545455,41.2540181818182
19.4505545454545,41.06
19.4362181818182,41.0210636363636
19.4611090909091,41.0069454545455
19.5086090909091,40.9727727272727
19.5232636363636,40.9365909090909
19.5216636363636,40.9098545454545
19.4706181818182,40.8831909090909
19.4524181818182,40.8838454545455
19.4133272727273,40.8663909090909
19.405,40.8197181818182
19.3561090909091,40.6961727272727
19.3072090909091,40.6453090909091
19.3377727272727,40.6186090909091
19.3933272727273,40.5809636363636
19.4176363636364,40.5772181818182
19.4536090909091,40.5638818181818
19.4876363636364,40.4387454545455
19.4794454545455,40.3548545454546
19.4639727272727,40.3373090909091
19.4328727272727,40.3271909090909
19.4068,40.3501363636364
19.4029181818182,40.3699909090909
19.3916636363636,40.3879090909091
19.3418,40.4313818181818
19.3188818181818,40.4388909090909
19.2897909090909,40.4214545454545
19.4011090909091,40.28
19.4513909090909,40.2267272727273
19.5030545454545,40.1974909090909
19.6166636363636,40.1491636363636
19.7305545454545,40.1030545454545
19.755,40.0829818181818
19.8255545454545,40.0547181818182
19.8411090909091,40.0513818181818
19.8572909090909,40.0434727272727
19.9375,39.9374909090909
19.9877818181818,39.8672181818182
19.9836090909091,39.7652727272727
19.9853051188339,39.6991617292197
19.9141636363636,39.7220727272727
19.9277727272727,39.7298545454545
19.9427727272727,39.7441636363636
19.9505545454545,39.7622181818182
19.9487454545455,39.7790181818182
19.9261090909091,39.7944454545455
19.865,39.8169363636364
19.855,39.8183272727273
19.8038909090909,39.7938818181818
19.7941636363636,39.7904090909091
19.6945818181818,39.7947181818182
19.6730545454545,39.7930545454545
19.6508363636364,39.7725
19.64,39.7566636363636
19.6413909090909,39.7444363636364